id,life_stage,theme,summary,quote,emotion,values,sociological_note,type,institution,housing_promised,market_participation,collapse_context
9,Зрелый возраст,Оценка роли государства и изменений в последние годы,"Респондентка считает, что государство стало предоставлять больше и качественнее услуг, отмечает развитие инфраструктуры и социальных программ, но указывает на нехватку квалифицированных кадров.","Роль государства в жизни людей... стала более объёмной, можно получить больше услуг, да, каких-то, причём быстро, причём качественно.","Умеренный оптимизм, реализм","Развитие, доступность, качество","Позиция характерна для людей, ценящих стабильность и постепенные улучшения, но осознающих структурные проблемы.",декларация,Государство,,,
10,Зрелый возраст,Политические взгляды и отношение к власти,"Респондентка поддерживает политику государства, считает, что страна развивается в правильном направлении, но не стремится глубоко разбираться в политике и предпочитает не обсуждать её.","Я согласна со многими аспектами в политике нашей страны. Я считаю, что мы идем правильным курсом.","Лояльность, осторожность","Стабильность, доверие к власти","Демонстрирует типичную для лояльной части населения позицию: поддержка курса, избегание политических дискуссий, ориентация на личный опыт.",декларация,Федеральная власть,,,
11,Зрелый возраст,Гражданская позиция и участие,"Респондентка считает, что может влиять на происходящее через собственное поведение, но не через политические решения.","Я считаю, что я могу влиять своим введением в этом мире. Мы как единица каждая делаем все вместе.","Умеренный оптимизм, реализм","Личное участие, ответственность","Позиция характерна для людей, не вовлечённых в политику напрямую, но ощущающих свою значимость на бытовом уровне.",декларация,,,,
12,Зрелый возраст,Восприятие политической системы и лидеров,"Респондентка знает и одобряет деятельность Путина и Лаврова, считает их ключевыми фигурами в управлении страной.","Ну я знаю Путина и Лаврова, они мне вот оба нравятся.","Доверие, симпатия","Лидерство, стабильность","Отражает персоналистское восприятие власти, характерное для современной России.",декларация,,,,
13,Зрелый возраст,Отношение к оппозиции,"Респондентка считает, что оппозиция должна быть конструктивной и обладать знаниями для донесения своей позиции, а не просто выражать недовольство.","Если ты с чем-то не согласен, ты должен не только выражать своё недовольство, но ты должен ещё предложить что-то, чтобы исправить ситуацию, а не просто выходить на улицу и махать флагами.","Сдержанная критика, рациональность","Конструктивность, компетентность","Позиция отражает запрос на рациональную, а не протестную оппозицию, что типично для умеренно лояльных граждан.",декларация,,,,
1,"Зрелый возраст, последние годы",Отношение к политике и общественной жизни,"Респондентка слабо ориентируется в оппозиционных политиках, знает Навального только из-за шумихи в прессе. Новости не смотрит, доверяет Яндекс-ленте. Положительно относится к внешней политике России, считает, что страна стала сильнее, но к ней относятся плохо из-за этого. Считает, что выборы — личное дело каждого, поддерживает свободу выбора. Важность чиновников объясняет необходимостью иерархии и ответственности. Не уверена в справедливости распределения бюджета, но считает, что стараются делать как лучше.","Я до последнего времени вообще новости не смотрела, вот честно вам скажу. А так я просто листаю ленту в Яндексе.","Сдержанность, легкая настороженность, рациональность","Свобода выбора, справедливость, ответственность, иерархия","Респондентка демонстрирует дистанцированность от политической повестки, низкую вовлечённость в оппозиционную дискуссию, но при этом поддерживает государственную иерархию и ценит свободу выбора. Присутствует патерналистское ожидание справедливости от государства.",декларация,"Государство, СМИ, выборы",,False,
2,"Зрелый возраст, повседневность",Использование цифровых технологий и соцсетей,"Респондентка активно использует мессенджеры и соцсети (Telegram, ВК, WhatsApp, Instagram), разделяя их по функциям: работа, личная жизнь, отдых. Подписки — на знакомых, культурные учреждения, профессиональные контакты, еду. К соцсетям относится нейтрально: раздражение вызывает только реклама, но считает, что всегда можно закрыть приложение. К знакомствам через интернет относится прагматично: пробовала после развода, но неудачно.","Telegram – это работа. ВК – это своя и чужая жизнь. А в запрещенное выхожу редко, WhatsApp, потому что зависаю там на очень долго.","Рациональность, легкая ирония, спокойствие","Личное пространство, информированность, прагматизм","Респондентка демонстрирует типичную для зрелого поколения цифровую грамотность, разделяет онлайн- и офлайн-жизнь, использует соцсети как инструмент для работы и досуга. Отношение к знакомствам через интернет — прагматичное, без романтизации.",эпизод,"Цифровые платформы, соцсети",,True,
3,"Зрелый возраст, повседневность",Использование мобильных приложений и отношение к платным сервисам,"Респондентка активно пользуется банковскими приложениями, маркетплейсами, сервисами для оплаты коммунальных услуг, рабочими почтами, картами, госуслугами. К платным приложениям и подпискам относится отрицательно, предпочитает искать бесплатные альтернативы.","Отрицательно, не люблю. Я считаю, что в интернете можно найти много чего.","Рациональность, экономность","Экономия, самостоятельность, технологичность",Преобладает установка на экономию и самостоятельный поиск информации и сервисов. Использование цифровых сервисов — часть повседневной рутины.,декларация,"Цифровые сервисы, банки, госуслуги",,True,
4,"Зрелый возраст, профессиональная и личная рефлексия",Отношение к искусственному интеллекту и технологиям,"Респондентка сталкивалась с нейросетями и умными устройствами, впечатлена их возможностями, но испытывает опасения по поводу деградации мышления у людей. Не до конца понимает риски, но отмечает, что ИИ может облегчить работу.",Очень сильные опасения вызывает искусственный интеллект. Я просто не вникала в эту проблему.,"Интерес, настороженность","Любознательность, осторожность, технологичность",Респондентка отражает типичную для зрелого поколения амбивалентность: интерес к новым технологиям сочетается с опасениями и недостатком информации о рисках.,декларация,Технологические платформы,,True,
5,"Зрелый возраст, родительство",Влияние цифровых технологий на семью,"Респондентка отмечает, что и она, и её взрослый сын проводят много времени за гаджетами, но конфликтов на этой почве нет, так как сын уже взрослый и не поддается контролю.","Нет, он уже слишком большой для этого. Не могу контролировать.","Смирение, спокойствие","Доверие, автономия, принятие","Переход к взрослым отношениям с детьми, отказ от контроля, принятие самостоятельности детей.",эпизод,Семья,,False,
6,"Зрелый возраст, последние годы",Изменения за последний год,"За последний год респондентка купила дом, сменила работу, её сын нашёл работу. Переход на новую работу был трудным, но справиться помогла установка искать смысл в трудностях.","Я купила дом, поменяла работу.","Гордость, тревога, оптимизм","Семья, самостоятельность, развитие, устойчивость","Крупные жизненные изменения (покупка жилья, смена работы) — маркеры зрелости и самостоятельности. Важна поддержка семьи и личные установки на преодоление трудностей.",узел,,True,True,
7,"Зрелый возраст, настоящее",Финансовое положение и тревожность,"Респондентка потратила все деньги на ремонт и взяла ипотеку, что увеличило тревожность и неуверенность в будущем. Несмотря на это, сохраняет оптимизм и надеется на стабильность.","Нет, потому что я потратила все свои деньги на ремонт. И взяла еще ипотеку.","Тревога, настороженность, оптимизм","Стабильность, финансовая безопасность, самостоятельность","Финансовая нестабильность и ипотека — источник тревоги для респондента, несмотря на внешнюю успешность. Оптимизм — способ психологической защиты.",эпизод,,True,True,
8,"Зрелый возраст, настоящее и будущее",Ожидания от будущего и жизненные планы,"Респондентка не строит долгосрочных планов, предпочитает спонтанные решения. Будущее видит как результат сочетания личных усилий и внешних обстоятельств. Главные ожидания — стабильность, здоровье, благополучие.","Я всегда с оптимизмом смотрю, потому что по-другому невозможно жить.","Оптимизм, реализм","Стабильность, здоровье, благополучие, адаптивность","Отсутствие долгосрочного планирования типично для людей, сталкивающихся с экономической нестабильностью. Опора на внутренний оптимизм и адаптивность.",декларация,,,True,
9,"Зрелый возраст, рефлексия",Жизненные принципы и ценности,"Респондентка придерживается честности, порядочности, выполнения обещаний и умения извиняться, особенно перед близкими. Считает это сложным, но важным.","Честность, порядочность, выполнение обещаний, умение извиняться. Вот, пожалуй, вот.","Серьёзность, искренность","Честность, порядочность, ответственность, эмпатия","Высокий уровень моральных стандартов, ориентация на традиционные ценности, важность межличностных отношений.",декларация,,,False,
10,"Зрелый возраст, рефлексия",Понимание хорошей жизни и счастья,"Хорошая жизнь для респондентки — это стабильность, хороший доход, возможность решать проблемы за деньги, удовлетворение от работы. Счастье — когда есть деньги и здоровье у близких.","Когда у меня есть деньги. Понятно, что когда все здоровы. Это даже не обсуждается.","Рациональность, прагматизм","Стабильность, материальное благополучие, здоровье","Материальное благополучие и здоровье — ключевые ориентиры жизненного успеха. Работа воспринимается как средство достижения стабильности, а не как источник самореализации.",декларация,,,True,
11,"Зрелый возраст, рефлексия",Оценка жизненного пути,"Респондентка считает, что могла бы прожить жизнь лучше, но принимает свой опыт, опирается на мнение сына о своих достижениях. Считает, что важно не повторять ошибок, а не сожалеть о прошлом.","Ты получил отрицательный опыт, не делай так больше. Я вот так считаю.","Принятие, лёгкая грусть, благодарность","Саморефлексия, принятие, развитие","Присутствует зрелая рефлексия, ориентация на личностный рост через опыт, важность поддержки семьи.",декларация,,,False,
12,"Зрелый возраст, экзистенциальная рефлексия",Отношение к смерти,"Респондентка задумывается о смерти в связи с ипотекой и ответственностью за дом. Хотела бы умереть быстро, не мучая близких. Считает смерть неизбежной, но не хочет думать о ней слишком много.","В последнее время я о ней задумываюсь, в силу того, что ипотеку кроме меня платить некому.","Тревога, принятие","Ответственность, забота о близких, рациональность","Экзистенциальные размышления связаны с материальной ответственностью и заботой о семье. Смерть воспринимается как часть жизни, но с акцентом на заботу о последствиях для близких.",декларация,,True,False,
13,"Зрелый возраст, итоговая рефлексия",Самоосознание через интервью,"В ходе интервью респондентка осознала, что ей не хватает знаний, что она делает жизненные выводы, и что важно быть терпимее к близким. Разговор помог взглянуть на себя со стороны.","Когда рассказываешь, думаешь, блин, это все не так плохо в принципе.","Озарение, благодарность, лёгкая самоирония","Саморазвитие, терпимость, рефлексия",Интервью становится инструментом саморефлексии и переосмысления жизненного опыта. Важна поддержка и принятие себя.,эпизод,,,False,
1,Профессиональная деятельность в зрелом возрасте,Рабочий день и усталость,"Респондентка рассказывает о своём насыщенном рабочем дне, отмечая усталость от длительного общения и плотного графика, но при этом сохраняет позитивный настрой и чувство ответственности.","Я же с работы подскакала за 15 минут до начала... Я разговариваю с 8 часов утра. Время 12 часов утра. практически без остановки... Но мы не сдаёмся же, да? Мы же ради благой цели вообще-то.","Усталость, но оптимизм и целеустремлённость","Ответственность, трудолюбие, целеустремлённость, готовность помогать","Респондентка демонстрирует типичную для современных профессионалов установку на высокую занятость и самоотдачу, а также готовность участвовать в общественно значимых инициативах несмотря на усталость.",эпизод,Работа,,,True
2,Участие в исследовании,Открытость и доверие в интервью,"Респондентка отмечает, что неожиданно для себя раскрылась в ходе интервью, почувствовала лёгкость и доверие к интервьюеру, сравнивая беседу с разговором с подругой.","А мне что-то как-то я прям раскрылась, и мне прям так легко, я прям как с подружкой.","Лёгкость, доверие, удивление","Открытость, искренность, доверие","Важный момент формирования доверия между исследователем и респондентом, что способствует более глубокому и искреннему обмену информацией. Это также иллюстрирует значимость эмпатии и неформального подхода в глубинных интервью.",узел,,,,True
003,Завершение интервью,Рефлексия об опыте участия,"Респондентка благодарит за опыт, выражает надежду на пользу исследования и желает удачи, демонстрируя позитивное отношение к процессу.","Так что я надеюсь, что все пригодится, все будет хорошо. Хорошего вечера.","Благодарность, надежда, доброжелательность","Взаимопомощь, позитивное мышление, уважение","Завершение интервью проходит в атмосфере взаимного уважения и благодарности, что свидетельствует о высоком уровне культуры общения и положительном восприятии исследовательского процесса.",декларация,,,,True
