id,life_stage,theme,summary,quote,emotion,values,sociological_note,type,institution,housing_promised,market_participation,collapse_context
2,"юность, ранняя молодость",Опыт отношений и разочарование в мужчинах,"В период 20-25 лет респондентка была наивной и доверчивой, верила в перспективы отношений, но сталкивалась с обманом и разочарованием, когда мужчины оказывались женатыми или несерьезными.","Когда я была моложе, наивнее, доверчивее... я верила мужчинам, надеялась на что-то, на какую-то перспективу. А потом оказывалось, что совершенно зря.","разочарование, горечь, усталость","доверие, честность, надежда на любовь",Опыт неудачных отношений и обмана формирует у женщин защитные механизмы и меняет ожидания от партнеров. Социальные нормы и гендерные сценарии влияют на восприятие себя и других.,узел,,,рынок знакомств,True
3,"зрелость, настоящее время",Переосмысление отношений и личные границы,"Респондентка приходит к выводу, что для отношений важна не только взаимная симпатия, но и пригодность людей друг для друга. Она предпочитает свободные отношения без обязательств, не встречая подходящего мужчины для серьезных отношений.","Сейчас я уже пришла к тому, что для того, чтобы были отношения, нужно не только хотеть, нужно, чтобы люди были пригодны. И мужчин, которые вообще пригодны для отношений, их очень мало.","спокойствие, реализм, принятие","самостоятельность, свобода, осознанность","Современные женщины все чаще выбирают свободные отношения и самостоятельность, что отражает сдвиг в гендерных ролях и ожиданиях от брака.",декларация,,,,True
4,"зрелость, опыт онлайн-знакомств",Онлайн-знакомства и международный опыт,"С появлением сайтов знакомств респондентка активно знакомилась онлайн, ходила на свидания, пробовала международные знакомства, но столкнулась с разочарованием и даже опасными ситуациями.","Я на этих сайтах очень активно знакомилась, чуть ли не каждый день ходила на свидания с разными... Потом еще я с иностранцами знакомилась на международных сайтах, ездила к ним в гости... но тоже не мое было.","разочарование, настороженность, усталость","безопасность, опыт, самостоятельность","Расширение рынка знакомств через интернет открывает новые возможности, но также увеличивает риски и приводит к переоценке ожиданий от отношений.",эпизод,,,"онлайн-знакомства, международный рынок знакомств",True
5,"зрелость, настоящее время",Повседневная жизнь и самодисциплина,"Респондентка описывает свой обычный день: планирование дел, уход за собой, активное использование гаджетов, занятия спортом, посещение мероприятий. Отмечает сложность контроля времени, проводимого в телефоне.","Очень ужасная привычка у меня выработалась. Первым делом лезть в телефон, смотреть смс, кто мне что там написал, какие новости в соцсети. Очень много времени занимает, конечно, гаджет.","самокритика, легкая тревога","самодисциплина, здоровье, активность",Современный городской образ жизни характеризуется высокой степенью цифровизации и необходимостью саморегуляции в условиях гибкого графика.,эпизод,,,,True
6,"зрелость, настоящее время",Работа и профессиональная самореализация,"Респондентка работает фрилансером, ценит свободу и отсутствие начальника, но сталкивается с нестабильностью дохода. Параллельно развивает блогерство и ведущую мероприятий как новые направления.","Привлекает, как я уже говорила, то, что сама себе хозяйка, у меня нет начальника, то есть если мне что-то не нравится, я всегда могу отказаться от какого-то проекта.","удовлетворение, легкая тревога из-за нестабильности","самостоятельность, свобода, развитие","Фриланс и самозанятость становятся все более популярными среди женщин, давая гибкость, но требуя высокой самоорганизации и готовности к нестабильности.",декларация,,,"рынок фриланса, блогерство",True
7,"зрелость, настоящее время","Хобби, досуг и семейные связи","Респондентка увлекается актерским мастерством, фитнесом, любит бывать на природе, помогает родителям, которые живут за городом. Путешествия и культурные мероприятия также занимают важное место в ее жизни.","С детства привычка – это природа, это сад. То есть у меня сейчас родители переехали жить за город на пенсии. Они там обустроили дом со всеми удобствами. Вот я к ним периодически... Приезжаю, помогаю им тоже.","теплота, забота, радость","семья, здоровье, развитие, природа","Связь с родителями и природой, а также стремление к саморазвитию через хобби и путешествия отражают ценности современного среднего класса.",эпизод,"семья, загородный дом",,,True
8,"зрелость, настоящее время",Экологическая ответственность и локальная активность,"Респондентка и ее семья активно защищают природу вокруг своего дома, борются с вандализмом туристов, сотрудничают с администрацией для сохранения чистоты и порядка.","Мы там перегородили, везде шлагбаум поставили, чтобы люди на берег не могли на машинах съехать... Прогоняем, даже объясняем, ведем разъяснительную работу.","возмущение, ответственность, гордость","экология, ответственность, коллективизм","Городские жители, переезжающие за город, часто становятся локальными активистами, формируя новые практики гражданского участия.",эпизод,"местное сообщество, администрация",,,True
9,"зрелость, настоящее время",Гибкость графика и отношение к праздникам,"Респондентка не разделяет будни и выходные, может работать или отдыхать в любой день. К праздникам относится спокойно, предпочитает проводить время с родителями или друзьями.","Я сама, в принципе, могу себе в любой день устроить выходной, когда я захочу. Или поработать в выходной день, если... Есть в этом необходимость и возможность.","спокойствие, независимость","гибкость, семья, дружба",Гибкий график и размытость границ между работой и отдыхом характерны для фрилансеров и самозанятых.,декларация,,,,True
10,"зрелость, настоящее время",Путешествия и идеал отдыха,"Респондентка давно не путешествовала за границу, предпочитает отдыхать на природе рядом с домом. Идеальный отдых для нее — поездка с любимым мужчиной в комфортные условия.","Хотелось бы, чтобы это был всё-таки мужчина... чтобы все по высшему классу, дорогой, качественный отель, перелет, комфортно. на Мальдивы.","мечтательность, легкая грусть","комфорт, любовь, безопасность","Идеализация отдыха с партнером и стремление к комфорту отражают как личные, так и культурные установки о 'правильном' отпуске.",декларация,,,,True
1,"Зрелый возраст, самостоятельная жизнь",Саморегуляция и управление нагрузкой,"Респондентка рассказывает о том, как самостоятельно регулирует свою нагрузку, отказывается от лишнего и не берет на себя слишком много.","Я сама это регулирую, то есть если я чувствую, что действительно перегружено, не вывожу, я немножко притормаживаю, то есть немножко уже отказываюсь от чего-то, то есть не беру на себя слишком много, то есть беру столько, сколько я понимаю, что я вывезу это.","Уверенность, спокойствие","Самостоятельность, осознанность, забота о себе","Демонстрирует высокий уровень саморефлексии и личной ответственности за свое благополучие, характерный для современных индивидуалистских установок.",декларация,,,,
2,"Зрелый возраст, переосмысление социальных связей",Отношения с людьми и круг общения,"Респондентка отмечает, что стала самодостаточной, ей комфортно одной, круг общения стал более избирательным, ценит совпадение взглядов и уважение личных границ.","На данный момент я вообще пришла к тому, что я человек самодостаточный, и что мне прекрасно, комфортно и одной. Сейчас я стала очень избирательно относиться к своему кругу общения.","Спокойствие, удовлетворение","Самодостаточность, личные границы, качество общения","Переход от коллективистских ценностей молодости к индивидуалистским, характерен для зрелого возраста и городских жителей.",перелом,,,,
3,"Взрослая жизнь, опыт конфликтов в семье",Семейные отношения и конфликт с родственником,"Рассказывает о конфликте с двоюродным братом из-за наследства, судебных разбирательствах и разрыве отношений.","У меня есть двоюродный, да, родных нет. И, к сожалению, с ним произошли контры. Человек оказался очень непорядочно поступил. Там квартира из бабушки, но он у нас просто ее нечестным путем себе забрал.","Огорчение, разочарование","Справедливость, честность, семейные узы","Ситуация наследственных конфликтов типична для постсоветского пространства, где вопросы собственности часто становятся причиной разрыва даже близких связей.",узел,"семья, суд",True,,
4,"Зрелый возраст, поддержание семейных связей",Отношения с родителями,"Респондентка поддерживает отношения с родителями, несмотря на расстояние, старается видеться раз в две недели.","С родителями, да, я стараюсь поддерживать, но так как все-таки у нас расстояние 50 километров... стараюсь хотя бы раз в две недели с ними видеться.","Забота, теплота","Семейные связи, поддержка",Поддержание отношений с родителями на расстоянии характерно для мобильных городских жителей среднего возраста.,эпизод,,,,
5,"Зрелый возраст, социальные связи",Дружба и близкие друзья,"Описывает близких подруг, с которыми поддерживает контакт, отмечает важность общих интересов и схожести взглядов.","Вот сейчас, например, больше всех и ближе всех вот из друзей, так скажем, я общаюсь с одной девочкой, которой 30 лет... У нас очень похожие интересы с ней.","Дружелюбие, удовлетворение","Дружба, взаимопонимание, поддержка","Дружеские связи становятся более избирательными, основаны на общности ценностей, а не просто на обстоятельствах.",эпизод,,,,
6,"Зрелый возраст, переосмысление материнства",Отношение к материнству,"Респондентка осознанно не заводит детей, считает это большой ответственностью, не хочет быть матерью-одиночкой, боится родов.","Это очень большая ответственность ребенок. И все-таки мне хотелось бы, чтобы у ребенка был нормальный отец. А становиться матерью-одиночкой и с собой одной вывозить я тоже не хочу.","Осторожность, тревога","Ответственность, осознанность, безопасность","Современные женщины все чаще осознанно подходят к вопросу материнства, учитывая личные и социальные риски.",декларация,,,,
7,"Зрелый возраст, отношение к домашним животным",Домашние животные,"У родителей есть собака и кошки, сама не заводит животных из-за нежелания брать на себя дополнительную ответственность.","Я тоже у себя дома не хочу ответственности, потому что собака, за ней все время надо с ней гулять. Иногда мне просто лень выходить.","Рациональность, легкая ирония","Ответственность, комфорт",Отказ от домашних животных связан с приоритетом личного пространства и нежеланием усложнять быт.,декларация,,,,
8,"Зрелый возраст, одиночество и самодостаточность",Ощущение одиночества и личное пространство,"Респондентка ценит самостоятельность и свободу, но иногда испытывает страх одиночества и размышляет о будущем.","Бывает иногда я, наоборот, такой кайф ощущаю, что вот я сама себе хозяйка... А с другой стороны, конечно, иногда накрывает. Иногда просто какой-то страх. А что дальше?","Амбивалентность, тревога, удовлетворение","Свобода, независимость, личное пространство","Одиночество воспринимается как и ресурс, и вызов; характерно для современных городских женщин среднего возраста.",узел,,,,
9,"Зрелый возраст, опора на семью",Кому обратиться за помощью,"В случае трудностей рассчитывает только на родителей, особенно на отца.","Кроме как к родителям некому. Потому что мой папа при всем его характере, он меня по-своему любит, он никогда меня в беде не бросит.","Доверие, благодарность","Семья, поддержка, надежность",Семья остается главным ресурсом поддержки даже при высокой самостоятельности.,декларация,,,,
10,"Зрелый возраст, ценность личного пространства",Личное пространство и быт,"Респондентка подчеркивает важность личного пространства, не готова делить жилье даже с тихими соседями.",Мне нужно личное пространство.,"Уверенность, раздражение","Личное пространство, независимость",Отказ от совместного проживания даже ради выгоды отражает приоритет личного комфорта.,декларация,,False,,
11,"Зрелый возраст, забота о здоровье",Физическое здоровье и образ жизни,"Респондентка считает себя относительно здоровой, старается вести здоровый образ жизни, но без фанатизма.","Я не скажу, что прям вот такой здоровый, да, что прям я фанатка, придерживаюсь, но по возможности стараюсь, то есть я не курю, раньше баловалась, да, было такое...","Умеренность, спокойствие","Здоровье, умеренность, самоконтроль","Здоровый образ жизни воспринимается как часть современной нормы, но без жестких ограничений.",эпизод,,,,
12,"Зрелый возраст, отношение к медицине",Опыт обращения к врачам и отношение к медицине,"Редко обращается к врачам, отмечает коммерциализацию медицины, государственная медицина воспринимается как минимальная и формальная.","Очень много у нас платного, то есть лучше не болеть, то есть бесплатно вот самый минимум, да.","Скепсис, недоверие","Рациональность, осторожность",Недоверие к системе здравоохранения и ориентация на минимальное взаимодействие с ней типичны для многих россиян.,декларация,медицина,,,
13,"Зрелый возраст, психологическое благополучие",Эмоциональное состояние и стрессоустойчивость,"Оценивает свое психологическое состояние на 7 из 10, справляется со стрессом благодаря философскому отношению к жизни.","То, что я научилась радоваться тому, что есть, не значит, что не нужно стремиться к лучшему.","Умеренное спокойствие, философичность","Оптимизм, принятие, развитие",Философское отношение к жизни и умение справляться со стрессом без профессиональной помощи характерны для самостоятельных людей.,декларация,,,,
14,"Зрелый возраст, отношение к психологии и альтернативным практикам",Психологическая помощь и нетрадиционные практики,"Обращалась к психологам, но считает, что может справиться сама; практикует медитацию, йогу, работу с мышлением.","Психологи мне не могут сказать, того, чего я и сама не знаю. То есть я сама могу быть психологом.","Скепсис, уверенность","Самостоятельность, самопознание, открытость новому",Рост интереса к самопомощи и альтернативным практикам отражает тенденцию индивидуализации и поиска личных стратегий благополучия.,декларация,,,альтернативные практики,
1,"Средний возраст (40+), самостоятельная жизнь",Здоровье родителей и забота о близких,"Респондент рассказывает о здоровье родителей, которым около 70 лет. Они следят за своим состоянием, проходят обследования в Казани. В случае серьезных проблем респондент рассчитывает на их поддержку.",В 70 лет здоровье не то. Сейчас проходит диспансеризацию. Приезжают в Казань к врачам.,"Спокойствие, забота, некоторая тревога","Семейная поддержка, ответственность за близких","Семья остается важным ресурсом поддержки даже во взрослом возрасте, особенно в вопросах здоровья и эмоциональной поддержки.",эпизод,"Семья, система здравоохранения",,,
2,"Средний возраст, самостоятельная жизнь",Финансовая безопасность и отношение к деньгам,"Респондентка подчеркивает важность финансовой подушки, избегает кредитов, рационально относится к тратам, инвестирует в депозиты и фондовый рынок. Считает, что время дороже денег, и не готова жертвовать комфортом ради заработка.",Я никогда критично не беру кредиты. Постараюсь никому не давать в долги и не беру сама. Я создала подушку безопасности. У меня есть несколько вкладов под проценты. Также у меня есть инвестиции в фондовом рынке.,"Уверенность, прагматизм, осторожность","Финансовая независимость, рациональность, самоуважение","Финансовая стратегия респондентки отражает ценности самостоятельности и недоверия к долговым обязательствам, характерные для части среднего класса в России.",декларация,,,"Инвестиции, депозиты, самозанятость",
3,"Средний возраст, самостоятельная жизнь","Доходы, расходы и экономия","Доходы нерегулярные, в среднем около 30 тысяч рублей в месяц, иногда больше. Респондентка умеет экономить, тщательно сравнивает цены, избегает спонтанных покупок, предпочитает соотношение цена-качество.","Я умею сама экономить. Я сама по себе экономный человек, не то что приходится. Я вообще жадная.","Самоирония, уверенность","Экономность, рациональность, самостоятельность","Экономическое поведение респондентки типично для людей с нерегулярным доходом: акцент на контроле расходов, поиске выгодных предложений, минимизации рисков.",эпизод,,,"Потребление, экономия, самозанятость",
4,"Средний возраст, самостоятельная жизнь",Питание и потребительские привычки,"Респондентка предпочитает готовить дома, не пользуется доставкой еды из-за сочувствия к курьерам и желания самостоятельно выбирать продукты. Делает заготовки с огорода, посещает кафе ради общения, а не еды.","Мне морально даже их жалко, потому что они бедолаги, пешком, с огромными рюкзаками. Я не могу морально просто их эксплуатировать.","Сочувствие, забота, рациональность","Самостоятельность, эмпатия, традиции","Потребительское поведение респондентки сочетает современные и традиционные практики: самостоятельное приготовление пищи, заготовки, рациональный подход к покупкам.",эпизод,,,"Потребление, домашнее хозяйство",
5,"Средний возраст, самостоятельная жизнь",Образование и саморазвитие,"Респондентка не тратит деньги на дополнительное образование, предпочитает бесплатные курсы и бартер. Считает, что у нее уже достаточно образования.","Актерское мастерство у меня так получилось, что мы на бартер прошли... То есть стараюсь все-таки на бесплатные ходить.","Удовлетворенность, прагматизм","Рациональность, саморазвитие, экономия",Стремление к саморазвитию сочетается с экономией и поиском альтернативных способов получения знаний.,эпизод,,,"Образовательные услуги (бартер, бесплатные курсы)",
6,"Средний возраст, самостоятельная жизнь",Финансовые цели и отношение к работе,"Главная финансовая цель — создать пассивный доход и подушку безопасности, чтобы не быть вынужденной работать по найму. Не стремится к материальному изобилию, но хотела бы иметь возможность не ограничивать себя.","То, что я коплю, я создаю себе вот именно такой пассивный доход, подушку безопасности, чтобы я могла позволить себе спокойно, безбедно жить, когда, допустим, не будет дохода.","Уверенность, независимость","Свобода, независимость, финансовая безопасность","Финансовая стратегия респондентки отражает ценности свободы и неприятия наемного труда, что характерно для части самозанятых и фрилансеров.",декларация,,,"Инвестиции, самозанятость",
7,"Средний возраст, самостоятельная жизнь",Отношение к крупным покупкам и автомобилю,"Респондентка не стремится к покупке автомобиля, несмотря на возможность. Считает, что владение машиной связано с излишними хлопотами и расходами. Предпочла бы пользоваться такси или нанять водителя.","В принципе, я могу себе позволить машину, но тут не только ведь сама машина, еще и расходы будут связаны с этой машиной, куча геморроя, куча проблем еще с этой машиной будут связаны.","Рациональность, осторожность","Комфорт, рациональность, минимизация стресса",Отказ от крупных покупок и владения автомобилем может быть связан с урбанистическим образом жизни и стремлением минимизировать бытовые сложности.,декларация,,,"Потребление, транспорт",
8,"Средний возраст, самостоятельная жизнь",Путешествия и досуг,"Путешествия рассматриваются как элемент 'икры' в бюджете — не обязательная, но желанная статья расходов. Предпочитает отдыхать с друзьями, ищет выгодные предложения, рассматривает поездки за границу и по России.","Икра – это, допустим, путешествие уже там. То есть одеваться, допустим, не в масс-маркете, а в бутике.","Желание, мечтательность, прагматизм","Впечатления, общение, рациональность","Путешествия и досуг воспринимаются как награда, а не как базовая потребность, что типично для людей с ограниченным, но стабильным доходом.",эпизод,,,"Туризм, досуг",
9,"Средний возраст, самостоятельная жизнь",Взаимодействие с государственными органами,"Респондентка сталкивается с государственными органами по необходимости (замена паспорта, налоговая, жалобы на нарушения). Активно использует интернет-приемные, пишет обращения, борется за справедливость.","Я чаще всего не терплю какой-то несправедливости. Роспотребнадзор, если какое-то нарушение где-то было моих прав. С транспортом, министерство транспорта. Водитель нарушил правила какие-то, остановился не там, где надо, открыл дверь на ходу. Я все это пишу.","Активность, принципиальность, раздражение","Справедливость, законопослушность, гражданская позиция","Респондентка демонстрирует высокий уровень гражданской активности и правовой грамотности, что не всегда типично для женщин среднего возраста в России.",эпизод,"Госорганы, интернет-приемные, налоговая, ГИБДД, прокуратура",,,
10,"Средний возраст, самостоятельная жизнь",Экологическая и гражданская активность,"Респондентка и ее семья борются за чистоту окружающей среды, обращаются к главе администрации, фиксируют нарушения, отправляют жалобы в экологические органы.","Фотографировали номера нарушителей, отправляли их в экологическую организацию... парковка в водоохранной зоне, штрафовали их потом. Вот так вот боролись.","Активность, возмущение, удовлетворение","Экологическая ответственность, справедливость, гражданская позиция",Экологическая активность респондентки иллюстрирует рост гражданского самосознания и готовность использовать административные ресурсы для защиты общественных интересов.,эпизод,"Местная администрация, экологические органы",,,
11,"Средний возраст, самостоятельная жизнь",Взаимодействие с налоговой инспекцией,"Респондентка использует приложение для самозанятых, налоги платит автоматически, жалуется на нарушения со стороны продавцов, если не выдают чеки.","У меня в приложении мой налог есть самозанятый. Там у меня автоматически считаются все налоги, мне приходит квитанция, я плачу и все.","Удовлетворенность, уверенность","Законопослушность, технологичность, ответственность",Использование цифровых сервисов для взаимодействия с государством свидетельствует о цифровой грамотности и адаптации к новым формам администрирования.,эпизод,"Налоговая инспекция, цифровые сервисы",,,
1,Период безработицы (2012 год),Опыт взаимодействия с государственной службой занятости и соцзащитой,"Респондентка стояла на учете в службе занятости, прошла бесплатные курсы по графическому дизайну, получала пособие на оплату коммунальных услуг, но столкнулась с ужесточением условий и формализмом, после чего решила самостоятельно зарабатывать.","Я плюнула на все это, думаю, нафиг из-за этих копеек связываться, проще заработать, чем вот так вот ходить.","Разочарование, усталость, прагматизм","Самостоятельность, эффективность, ценность времени","Опыт обращения к институтам социальной поддержки часто сопровождается разочарованием из-за бюрократии и низкой эффективности, что подталкивает к самостоятельному поиску дохода.",эпизод,"Служба занятости, соцзащита",False,Переход к самостоятельному заработку,
2,"Зрелый возраст, активная гражданская позиция",Отношение к госорганам и цифровизация взаимодействия,"Респондентка отмечает формализм и неэффективность госорганов, но позитивно оценивает переход к цифровым каналам взаимодействия через интернет-приемные и госуслуги.","А сейчас очень облегчилось с ними взаимодействовать путем интернет-приема. То есть путем через госуслуги, что никуда ходить не надо.","Сдержанный оптимизм, облегчение","Рациональность, технологичность, удобство","Цифровизация государственных услуг воспринимается как значительное улучшение, несмотря на сохраняющийся формализм.",декларация,"Госуслуги, интернет-приемные",,,
3,"Профессиональное развитие, предпринимательство",Опыт участия в программах поддержки предпринимателей,"Респондентка посещает образовательные мероприятия в Доме предпринимателя, отмечает бесплатность и полезность, но критикует организацию и человеческий фактор.","Но что-то последний раз как-то плохо организовано все это было. Непонятно был указан адрес мероприятия, где оно должно было провести.","Скепсис, умеренное разочарование","Профессиональное развитие, качество сервиса","Государственные меры поддержки предпринимательства воспринимаются как полезные, но страдающие от недостатков организации и кадрового состава.",эпизод,"Дом предпринимателя, Министерство экономики",,Участие в образовательных программах для предпринимателей,
4,"Зрелый возраст, гражданская активность",Взаимодействие с федеральными и региональными органами власти,"Респондентка обращалась в различные надзорные органы (Центробанк, УФАС, Роспотребнадзор) через интернет-приемные, хорошо знает свои права.","Я вот в УФАС, например, в антимонопольную службу обращаюсь, если нарушение закона о рекламиках.","Уверенность, самостоятельность","Правосознание, информированность",Рост цифровой грамотности способствует большей самостоятельности граждан в защите своих прав.,эпизод,"Центробанк, УФАС, Роспотребнадзор",,,
5,"Зрелый возраст, гражданская рефлексия",Оценка работы региональной и федеральной власти,"Респондентка отмечает положительные перемены в Татарстане, но затрудняется определить, чья это заслуга — региональной или федеральной власти. К федеральной власти относится с дистанцией, считает ее недоступной для рядового человека.","Но я не могу сказать, чья именно это заслуга, то есть нашего местного райса или это все-таки федерального. Но тем не менее лучше и лучше все становится.","Умеренный оптимизм, дистанция","Объективность, локальный патриотизм","Региональная идентичность и локальные успехи воспринимаются позитивно, федеральная власть — как далекая и малодоступная.",декларация,"Власти Татарстана, федеральная власть",,,
